Gene ID,TCGA-38-4625-11A-01R-1758-07,TCGA-38-4625-01A-01R-1758-07
CYFIP1|23191,1558.2686,3065.193
CYFIP2|26999,195.3385,929.9363
CYGB|114757,420.6437,1255.1517
CYHR1|50626,882.3529,792.4316
CYLC1|1538,0,0
CYLC2|1539,0,0
CYLD|1540,671.4761,1060.3222
CYMP|643160,0,0.3747
CYP11A1|1583,0,31.4725
CYP11B1|1584,0,0
CYP11B2|1585,0,0
CYP17A1|1586,0,44.9607
CYP19A1|1588,3.3296,8.2428
CYP1A1|1543,0,45.71
CYP1A2|1544,0,45.3353
CYP1B1|1545,671.4761,1756.8378
CYP20A1|57404,664.8169,554.1401
CYP21A2|1589,7.2364,42.4916
CYP24A1|1591,170.9212,7.8681
CYP26A1|1592,44.3951,2.6227
CYP26B1|56603,58.8235,251.0303
CYP26C1|340665,0,0
CYP27A1|1593,654.828,10431.2477
CYP27B1|1594,18.8679,21.3563
CYP27C1|339761,5.5494,0.7493
CYP2A13|1553,0,13.1135
CYP2A6|1548,0,24.3537
CYP2A7|1549,0,0.7493
CYP2B6|1555,11.0988,13.4882
CYP2B7P1|1556,803.5516,2644.4361
CYP2C18|1562,1.1099,13.8629
CYP2C19|1557,0,0.3747
CYP2C8|1558,23.3074,3.372
CYP2C9|1559,0,0
CYP2D6|1565,34.4062,40.8393
CYP2D7P1|1564,2.2198,5.2454
CYP2E1|1571,7.7691,9.142
CYP2F1|1572,11.0988,194.0802
CYP2J2|1573,388.4573,88.4226
CYP2R1|120227,206.4373,158.4863
CYP2S1|29785,2452.8302,387.0363
CYP2U1|113612,165.3718,496.4406
CYP2W1|54905,0,1.4987
CYP39A1|51302,11.0988,144.9981
CYP3A43|64816,0,0
CYP3A4|1576,1.1099,0
CYP3A5|1577,1.1099,99.453
CYP3A7|1551,0,21.9408
CYP46A1|10858,32.1865,8.2428
CYP4A11|1579,1.1099,14.9869
CYP4A22|284541,2.2198,0
CYP4B1|1580,1274.1398,14772.574
CYP4F11|57834,1501.6648,56.9502
CYP4F12|66002,8.879,23.6043
CYP4F22|126410,2.2198,3.372
CYP4F2|8529,1.1099,1.124
CYP4F3|4051,2472.808,11.2402
CYP4F8|11283,19.9778,0
CYP4V2|285440,256.3818,852.0045
CYP4X1|260293,2051.0544,526.7891
CYP4Z1|199974,15.5383,4.8707
CYP4Z2P|163720,1.1099,3.372
CYP51A1|1595,1779.3008,3252.1544
CYP7A1|1581,0,2.248
CYP7B1|9420,425.0832,50.9554
CYP8B1|1582,0,3.7467
CYR61|3491,2052.1643,11668.0405
CYS1|192668,19.9778,202.6976
CYSLTR1|10800,45.505,164.8558
CYSLTR2|57105,33.2963,23.979
CYTH1|9267,448.3907,2034.8445
CYTH2|9266,1351.8313,1463.8441
CYTH3|9265,335.1831,1124.3912
CYTH4|27128,355.1609,618.9584
CYTIP|9595,280.7991,754.2151
CYTL1|54360,8.879,59.5729
CYTSA|23384,427.303,1346.5717
CYTSB|92521,270.8102,209.8164
CYYR1|116159,162.0422,1002.9974
CYorf15A|246126,46.6149,1.124
CYorf15B|84663,15.5383,0
D2HGDH|728294,91.01,172.3492
D4S234E|27065,4.4395,26.6017
DAAM1|23002,284.1287,262.6452
DAAM2|23500,56.5705,1161.0828
DAB1|1600,0,1.124
DAB2IP|153090,93.2297,1837.767
DAB2|1601,491.6759,3539.1532
DACH1|1602,17.758,323.7167
DACH2|117154,1.1099,1.4987
DACT1|51339,224.1953,139.0034
DACT2|168002,0,98.9135
DACT3|147906,110.9878,272.3867
DAD1L|56286,0,0
DAD1|1603,14166.4817,2935.9311
DAG1|1605,1548.2797,2853.5032
DAGLA|747,91.01,260.0225
DAGLB|221955,169.8113,651.9296
DAK|26007,205.3274,805.9198
DALRD3|55152,538.7902,715.6313
DAND5|199699,5.5494,2.6227
DAOA|267012,0,0
DAO|1610,0,2.248
DAP3|7818,3744.7281,1569.8764
DAPK1|1612,551.6093,3028.4751
DAPK2|23604,88.7902,957.662
DAPK3|1613,368.4795,1001.4987
DAPL1|92196,18.8679,5.6201
DAPP1|27071,337.4029,311.7272
DAP|1611,5280.7991,3173.8479
DARC|2532,24.4173,959.1607
DARS2|55157,766.9256,330.0862
DARS|1615,5471.6981,1694.2675
DAXX|1616,2153.1632,1142.3754
DAZ1|1617,0,0
DAZ2|57055,0,0
DAZ3|57054,0,0
DAZ4|57135,0,0
DAZAP1|26528,1026.6371,1301.6111
DAZAP2|9802,8086.5705,11063.6943
DAZL|1618,1.1099,0
DBC1|1620,0,98.9135
DBF4B|80174,85.4606,49.0821
DBF4|10926,452.8302,127.3885
DBH|1621,1.1099,14.6122
DBI|1622,8549.3896,4669.9138
DBN1|1627,1420.6437,487.0738
DBNDD1|79007,219.7558,117.2724
DBNDD2|55861,533.0522,1279.5354
DBNL|28988,2110.9878,3969.2769
DBP|1628,376.3374,415.103
DBR1|51163,531.6315,503.9341
DBT|1629,1229.7447,738.4788
DBX1|120237,0,0
DBX2|440097,0,0
DCAF10|79269,405.1054,577.3698
DCAF11|80344,2131.1654,2184.807
DCAF12L1|139170,0,0
DCAF12L2|340578,0,0.3747
DCAF12|25853,2008.879,1394.1551
DCAF13|25879,4039.1787,453.9191
DCAF15|90379,369.5893,481.4537
DCAF16|54876,342.9523,338.329
DCAF17|80067,389.5671,276.5081
DCAF4L1|285429,0,3.372
DCAF4L2|138009,0,0
DCAF4|26094,289.6781,145.7475
DCAF5|8816,1447.2808,1457.4747
DCAF6|55827,2024.4173,1358.9359
DCAF7|10238,1187.5694,2594.6047
DCAF8L1|139425,0,0
DCAF8L2|347442,0,0
DCAF8|50717,1251.5649,2364.0427
DCAKD|79877,256.3818,540.2773
DCBLD1|285761,284.1287,289.6216
DCBLD2|131566,372.919,831.0229
DCC|1630,2.2198,14.2375
DCDC1|341019,1.1099,2.9749
DCDC2B|149069,0,111.6785
DCDC2|51473,18.8679,183.1398
DCD|117159,0,0
DCHS1|8642,119.8668,590.858
DCHS2|54798,1.1099,5.2454
DCI|1632,1702.5527,1177.5946
DCK|1633,1245.283,699.8876
DCLK1|9201,275.2497,55.0768
DCLK2|166614,18.8679,46.4593
DCLK3|85443,2.2198,1.4987
DCLRE1A|9937,504.9945,230.7981
DCLRE1B|64858,185.3496,253.6531
DCLRE1C|64421,369.5893,185.8374
DCN|1634,9782.4639,36516.6729
DCP1A|55802,283.0189,665.0431
DCP1B|196513,138.7347,321.4687
DCP2|167227,405.1054,585.9873
DCPS|28960,330.7436,334.9569
DCST1|149095,0,0
DCST2|127579,7.7691,2.248
DCTD|1635,688.1243,1626.4519
DCTN1|1639,1546.8812,4687.426
DCTN2|10540,5670.3663,2529.4118
DCTN3|11258,3475.0277,1427.5009
DCTN4|51164,2378.4684,1747.471
DCTN5|84516,2796.8923,1161.109
DCTN6|10671,886.7925,781.1915
DCTPP1|79077,3501.6426,757.2087
DCT|1638,0,0.7493
DCUN1D1|54165,1264.1509,500.562
DCUN1D2|55208,216.4262,215.0618
DCUN1D3|123879,148.7236,253.6531
DCUN1D4|23142,850.1665,542.9
DCUN1D5|84259,1198.6681,318.846
DCXR|51181,2653.7181,2167.8531
DCX|1641,0,0.3747
DDA1|79016,533.8513,951.6673
DDAH1|23576,207.5472,1774.822
DDAH2|23564,1640.3996,1770.326
DDB1|1642,3814.6504,4153.6156
DDB2|1643,1208.657,538.0292
DDC|1644,24.4173,60.3222
DDHD1|80821,564.9279,562.7576
DDHD2|23259,1247.5028,644.0614
DDI1|414301,0,0
DDI2|84301,34.4173,38.2765
DDIT3|1649,790.4883,355.5264
DDIT4L|115265,19.9778,14.6122
DDIT4|54541,8883.4628,1656.051
DDN|23109,3.374,4.1214
DDOST|1650,16492.7858,5061.4462
DDO|8528,18.8679,209.0671
DDR1|780,4243.0633,2783.4395
DDR2|4921,88.7902,162.233
DDRGK1|65992,825.7492,1584.8632
DDTL|100037417,498.4906,493.8891
DDT|1652,1239.5228,1081.0716
DDX10|1662,608.2131,304.6085
DDX11L2|84771,0,14.6122
DDX11|1663,168.7014,142.0007
DDX12|440081,94.3396,16.1109
DDX17|10521,6412.8746,6273.136
DDX18|8886,2126.5261,1710.0037
DDX19A|55308,529.4118,786.4331
DDX19B|11269,958.9012,850.4983
DDX1|1653,3986.6815,1780.8168
DDX20|11218,499.4451,399.0259
DDX21|9188,843.5072,1348.0704
DDX23|9416,2336.293,1961.0341
DDX24|57062,2250.8324,3043.462
DDX25|29118,1.1099,0
DDX26B|203522,174.2508,58.8235
DDX27|55661,1179.8002,686.3994
DDX28|55794,411.7647,482.9524
DDX31|64794,176.4706,203.0723
DDX39|10212,2074.3618,511.8022
DDX3X|1654,3304.1065,7243.9116
DDX3Y|8653,215.3163,0.3747
DDX41|51428,1345.172,1102.6602
DDX42|11325,996.6704,1814.1626
DDX43|55510,5.5494,59.7377
DDX46|9879,1306.3263,838.5163
DDX47|51202,2240.3663,883.477
DDX49|54555,992.2309,784.5635
DDX4|54514,1.1099,0
DDX50|79009,1233.0744,844.1364
DDX51|317781,146.5039,340.9517
DDX52|11056,855.7159,355.1892
DDX53|168400,14.4284,0
DDX54|79039,691.4539,1293.5032
DDX55|57696,750.2775,215.0618
DDX56|54606,1269.7003,935.5564
DDX58|23586,549.3896,657.175
DDX59|83479,426.1931,466.4668
DDX5|1655,8095.4495,12246.1596
DDX60L|91351,166.4817,460.8468
DDX60|55601,310.7658,943.7992
DDX6|1656,2310.7658,2414.0127
DEAF1|10522,154.273,411.169
DEC1|50514,0,0
DECR1|1666,1501.6648,1602.0982
DECR2|26063,338.5128,233.0461
DEDD2|162989,957.8246,1106.7816
DEDD|9191,848.1243,846.894
DEF6|50619,440.6215,278.7561
DEF8|54849,1097.6693,1083.5519
DEFA1B|728358,2.2198,339.0783
DEFA4|1669,56.6038,7.4934
DEFA5|1670,0,0
DEFA6|1671,0,0.3747
DEFB103B|414325,0,0
DEFB104A|140596,0,0
DEFB105A|245908,0,0
DEFB106A|245909,0,0
DEFB107A|245910,0,0
DEFB108B|245911,0,0
DEFB109P1B|641517,0,0
DEFB109P1|245912,0,0
DEFB110|245913,0,0
DEFB112|245915,0,0
DEFB113|245927,0,0
DEFB114|245928,0,0
DEFB115|245929,0,0
DEFB116|245930,0,0
DEFB118|117285,0,0
DEFB119|245932,0,0
DEFB121|245934,0,0
DEFB122|245935,0,0
DEFB123|245936,0,0
DEFB124|245937,0,0
DEFB125|245938,0,0
DEFB126|81623,0,0
DEFB127|140850,0,0
DEFB128|245939,0,0
DEFB129|140881,0,0
DEFB130|245940,0,0
DEFB131|644414,0,0
DEFB132|400830,0,0
DEFB134|613211,0,0
DEFB135|613209,2.2198,0
DEFB136|613210,0,0
DEFB1|1672,7651.4983,277.2574
DEFB4A|1673,0,1.124
DEGS1|8560,2143.1743,2318.4713
DEGS2|123099,486.1265,249.157
DEK|7913,7359.6004,2074.1851
DEM1|64789,156.4928,112.7763
DENND1A|57706,186.4595,430.873
DENND1B|163486,78.8013,47.2087
DENND1C|79958,87.6804,375.4215
DENND2A|27147,528.3019,428.625
DENND2C|163259,55.3718,41.0116
DENND2D|79961,385.1276,695.0169
DENND3|22898,302.9967,2146.8715
DENND4A|10260,274.1398,409.438
DENND4B|9909,511.576,882.6639
DENND4C|55667,761.3762,1735.8561
DENND5A|23258,790.2331,2390.7831
DENND5B|160518,43.2852,124.0165
DENR|8562,2366.2597,911.2027
DEPDC1B|55789,433.9623,7.1188
DEPDC1|55635,416.2042,3.372
DEPDC4|120863,19.9778,5.2454
DEPDC5|9681,102.1088,198.5762
DEPDC6|64798,236.404,166.3544
DEPDC7|91614,19.9778,6.7441
DERA|51071,1618.202,962.1581
DERL1|79139,4185.3496,2503.1847
DERL2|51009,2327.414,567.2537
DERL3|91319,388.4573,128.5126
DES|1674,17.758,2932.1843
DET1|55070,26.6371,144.6235
DEXI|28955,544.9501,738.4788
DFFA|1676,1207.5472,384.7883
DFFB|1677,92.1199,118.3964
DFNA5|1687,142.0644,125.8898
DFNB31|25861,85.4606,59.1982
DFNB59|494513,8.879,9.3668
DGAT1|8694,1149.3119,710.7943
DGAT2L6|347516,0,0
DGAT2|84649,108.768,261.1465
DGCR10|26222,0,0
DGCR11|25786,12.2087,49.4567
DGCR14|8220,326.3041,423.3795
DGCR2|9993,1096.5594,3366.804
DGCR5|26220,116.5372,2.6227
DGCR6L|85359,1495.0055,1006.7441
DGCR6|8214,418.424,420.7568
DGCR8|54487,315.2053,412.8887
DGCR9|25787,12.2087,1.4987
DGKA|1606,1130.9656,197.4522
DGKB|1607,0,3.7467
DGKD|8527,273.03,792.4316
DGKE|8526,201.9978,168.9771
DGKG|1608,150.9434,121.0191
DGKH|160851,19.9778,10.4908
DGKI|9162,4.4395,0.7493
DGKK|139189,0,0
DGKQ|1609,77.6915,421.5062
DGKZ|8525,453.9401,632.8213
DGUOK|1716,1756.9367,696.1409
DHCR24|1718,10498.3352,26154.7396
DHCR7|1717,823.5294,1802.5478
DHDDS|79947,739.1787,668.4151
DHDH|27294,180.9101,93.668
DHDPSL|112817,14.4284,87.2986
DHFRL1|200895,84.3507,224.4286
DHFR|1719,282.9301,176.1559
DHH|50846,1.1099,15.3616
DHODH|1723,157.6027,196.3282
DHPS|1725,1246.3929,1176.4706
DHRS11|79154,87.6804,130.0112
DHRS12|79758,104.3285,401.2739
DHRS13|147015,402.8191,163.9078
DHRS1|115817,971.1432,303.1098
DHRS2|10202,9.9889,10.8655
DHRS3|9249,10167.5916,3828.4001
DHRS4L1|728635,31.0766,20.607
DHRS4L2|317749,1225.9822,525.3054
DHRS4|10901,2339.2009,1363.6793
DHRS7B|25979,994.4506,726.4893
DHRS7C|201140,0,0
DHRS7|51635,2655.9378,2122.5178
DHRS9|10170,743.6182,206.4444
DHRSX|207063,390.677,557.2986
DHTKD1|55526,562.7081,574.3724
DHX15|1665,1894.5616,1567.2537
DHX16|8449,1055.4939,756.4631
DHX29|54505,618.202,592.7314
DHX30|22907,630.4107,1554.5148
DHX32|55760,313.7625,773.9715
DHX33|56919,208.657,140.1274
DHX34|9704,420.6437,209.4417
DHX35|60625,365.1498,256.2758
DHX36|170506,1804.6615,666.5418
DHX37|57647,274.1398,381.4163
DHX38|9785,473.9179,1112.4016
DHX40P1|653645,0,0
DHX40|79665,2001.1099,1258.5238
DHX57|90957,531.6315,355.5639
DHX58|79132,115.4273,593.4807
DHX8|1659,701.4428,781.1915
DHX9|1660,2944.5061,2538.7786
DIABLO|56616,2165.3718,807.1975
DIAPH1|1729,2149.8335,4281.3788
DIAPH2|1730,155.3829,368.3027
DIAPH3|81624,208.657,21.3563
DICER1|23405,1021.0877,927.3136
DIDO1|11083,745.838,1133.3833
DIMT1L|27292,1178.6903,438.3664
DIO1|1733,1.1099,26.2271
DIO2|1734,214.2064,17.9843
DIO3OS|64150,0,6.0435
DIO3|1735,3.3296,82.8025
DIP2A|23181,331.8535,406.894
DIP2B|57609,764.7059,796.553
DIP2C|22982,214.2064,393.0311
DIRAS1|148252,248.6127,11.9895
DIRAS2|54769,52.1643,5.6201
DIRAS3|9077,27.7469,43.8366
DIRC1|116093,0,0
DIRC2|84925,547.3696,452.0495
DIRC3|729582,7.7691,5.6201
DIS3L2|129563,338.5128,342.825
DIS3L|115752,350.7214,611.0903
DIS3|22894,486.7925,843.0761
DISC1|27185,213.0966,114.275
DISC2|27184,0,0
DISP1|84976,42.1754,561.6336
DISP2|85455,194.2286,37.4672
DIXDC1|85458,77.6915,850.5058
DKC1|1736,2911.2098,683.0274
DKFZP434H168|26077,0,0
DKFZP434K028|26070,0,0
DKFZP434L187|26082,0,0.3747
DKFZP586I1420|222161,168.7014,222.9299
DKFZP686I15217|401232,59.9334,22.1057
DKFZp434J0226|93429,1.1099,0.7493
DKFZp434L192|222029,0,0
DKFZp566F0947|94023,0,1.124
DKFZp686A1627|266695,0,0
DKFZp686O24166|374383,3.3296,19.1083
DKFZp761E198|91056,105.4384,1211.3151
DKFZp779M0652|374387,14.4284,15.7362
DKK1|22943,6.6593,38.9659
DKK2|27123,21.0877,411.39
DKK3|27122,1293.0078,5011.6148
DKK4|27121,0,0
DKKL1|27120,1.1099,3.7467
DLAT|1737,551.6093,925.4402
DLC1|10395,301.8868,5932.9337
DLD|1738,2316.3152,1598.7261
DLEC1|9940,0,78.6812
DLEU1|10301,440.6215,47.0288
DLEU2L|79469,7.7691,1.8734
DLEU2|8847,262.6748,28.3664
DLEU7|220107,5.5494,15.3616
DLG1|1739,1104.3285,943.4245
DLG2|1740,14.4284,43.462
DLG3|1741,617.0921,632.4466
DLG4|1742,78.8013,225.1817
DLG5|9231,849.0566,454.4773
DLGAP1|9229,2.2198,27.3511
DLGAP2|9228,2.2198,7.1188
DLGAP3|58512,61.0433,4.8707
DLGAP4|22839,1162.0422,1380.2922
DLGAP5|9787,1082.131,2.9974
DLK1|8788,0,1.4987
DLK2|65989,1250.8324,25.4777
DLL1|28514,1119.8668,219.1832
DLL3|10683,197.5583,0.3747
DLL4|54567,216.4262,654.1776
DLST|1743,3188.6792,2571.375
DLX1|1745,1.1099,0.3747
DLX2|1746,0,0.7493
DLX3|1747,2.2198,14.6122
DLX4|1748,95.4495,33.3458
DLX5|1749,18.8679,1.8734
DLX6AS|285987,0,0
DLX6|1750,0,0
DMAP1|55929,522.7525,484.4511
DMBT1|1755,3.3296,1999.6253
DMBX1|127343,8.879,0
DMC1|11144,2.2198,3.372
DMD|1756,71.0322,363.432
DMGDH|29958,346.2819,23.2297
DMKN|93099,1823.5294,579.2432
DMP1|1758,0,0
DMPK|1760,241.9534,696.5155
DMRT1|1761,9.9889,0
DMRT2|10655,0,24.3537
DMRT3|58524,136.515,2.6227
DMRTA1|63951,3.3296,67.8157
DMRTA2|63950,88.7902,1.4987
DMRTB1|63948,0,0
DMRTC1B|728656,1.1099,11.9895
DMRTC1|63947,0,0
DMRTC2|63946,0,0
DMTF1|9988,1078.1909,352.6152
DMWD|1762,251.9423,463.0948
DMXL1|1657,917.869,671.4125
DMXL2|23312,449.5006,575.8711
DNA2|1763,207.5472,9.3668
DNAH10|196385,6.6593,164.1064
DNAH11|8701,2.2863,71.6411
DNAH12|201625,0,72.6864
DNAH14|127602,152.0533,20.2323
DNAH17|8632,12.2087,53.2746
DNAH1|25981,22.1976,106.4069
DNAH2|146754,1.1099,101.1615
DNAH3|55567,1.1099,53.5781
DNAH5|1767,58.8235,233.0461
DNAH6|1768,3.3296,75.3091
DNAH7|56171,14.4284,37.8419
DNAH8|1769,4.4395,6.3694
DNAH9|1770,1.1099,381.4163
DNAI1|27019,21.0877,118.3964
DNAI2|64446,0,161.0004
DNAJA1|3301,3968.9234,3161.4837
DNAJA2|10294,2285.2386,1724.9906
DNAJA3|9093,1481.687,1018.3589
DNAJA4|55466,84.3507,793.181
DNAJB11|51726,1839.0677,904.8333
DNAJB12|54788,863.485,1585.2379
DNAJB13|374407,148.7236,71.1877
DNAJB14|79982,280.7991,315.8486
DNAJB1|3337,3347.3918,3506.9314
DNAJB2|3300,1436.182,2152.8662
DNAJB3|414061,13.3185,0
DNAJB4|11080,1379.5782,745.5976
DNAJB5|25822,229.7447,262.6452
DNAJB6|10049,3158.7125,1432.3717
DNAJB7|150353,2.4972,0.4046
DNAJB8|165721,0,0
DNAJB9|4189,2241.9534,1782.6901
DNAJC10|54431,2981.1321,1192.2068
DNAJC11|55735,558.0355,780.6182
DNAJC12|56521,59.9334,21.3563
DNAJC13|23317,718.091,869.2394
DNAJC14|85406,668.3019,1165.8524
DNAJC15|29103,1013.3185,920.1948
DNAJC16|23341,567.1476,384.4136
DNAJC17|55192,165.3718,238.2915
DNAJC18|202052,331.8535,165.6051
DNAJC19|131118,1261.9312,598.3514
DNAJC1|64215,760.2664,720.4946
DNAJC21|134218,2487.2364,1090.296
DNAJC22|79962,31.0766,5.2454
DNAJC24|120526,253.0078,246.3807
DNAJC25-GNG10|552891,0,2.5553
DNAJC25|548645,418.424,177.2124
DNAJC27|51277,86.5705,140.8767
DNAJC28|54943,28.8568,23.979
DNAJC2|27000,753.4295,243.7767
DNAJC30|84277,400.6659,384.039
DNAJC3|5611,924.5283,2282.1281
DNAJC4|3338,823.263,922.6377
DNAJC5B|85479,89.9001,294.1176
DNAJC5G|285126,5.5494,0
DNAJC5|80331,1351.8313,2144.6235
DNAJC6|9829,334.0733,171.5999
DNAJC7|7266,956.182,1026.7478
DNAJC8|22826,4778.0244,2369.4268
DNAJC9|23234,1408.2353,389.7302
DNAL1|83544,804.6615,477.3323
DNAL4|10126,405.1054,742.2256
DNALI1|7802,61.0433,744.8483
DNASE1L1|1774,742.1976,842.4016
DNASE1L2|1775,5.5494,0.7493
DNASE1L3|1776,138.7347,325.2154
DNASE1|1773,32.1865,14.9869
DNASE2B|58511,1.1099,243.5369
DNASE2|1777,3306.3263,3219.1832
DND1|373863,53.2741,42.7651
DNER|92737,137.6249,75.3091
DNHD1|144132,59.9334,61.8209
DNLZ|728489,119.8668,292.2443
DNM1L|10059,1365.1498,796.9277
DNM1P35|100128285,7.7691,16.4856
DNM1|1759,100.9989,90.6707
DNM2|1785,1483.7292,4549.8501
DNM3|26052,25.5272,103.0348
DNMBP|23268,98.7791,358.9547
DNMT1|1786,1066.5927,608.8423
DNMT3A|1788,253.0522,307.9805
DNMT3B|1789,107.6582,10.4908
DNMT3L|29947,1.1099,0
DNPEP|23549,1952.2752,1799.1757
DNTTIP1|116092,2119.8668,639.5654
DNTTIP2|30836,3224.1953,1182.84
DNTT|1791,0,0
DOC2A|8448,48.2686,14.5635
DOC2B|8447,3.3296,6.7441
DOCK10|55619,183.1299,348.8198
DOCK11|139818,199.778,1350.6931
DOCK1|1793,452.8302,1071.5624
DOCK2|1794,217.5361,1526.4144
DOCK3|1795,5.5494,11.9895
DOCK4|9732,521.6426,1139.378
DOCK5|80005,264.1509,199.7003
DOCK6|57572,229.7447,973.3983
DOCK7|85440,386.2375,393.4058
DOCK8|81704,332.9634,1883.2971
DOCK9|23348,440.6215,1873.3608
DOHH|83475,88.7902,275.7587
DOK1|1796,166.4817,755.7138
DOK2|9046,187.5694,2302.7351
DOK3|79930,148.7236,754.5897
DOK4|55715,267.4806,1540.2773
DOK5|55816,58.8235,4.4961
DOK6|220164,9.9889,89.172
DOK7|285489,18.8679,107.1562
DOLK|22845,357.3807,539.1532
DOLPP1|57171,395.1165,323.7167
DOM3Z|1797,596.6926,226.7141
DONSON|29980,536.3707,48.6399
DOPEY1|23033,273.6626,407.9618
DOPEY2|9980,458.3796,396.4031
DOT1L|84444,179.8002,591.2289
DPAGT1|1798,635.9822,732.1019
DPCD|25911,1491.1987,299.8389
DPCR1|135656,2.2198,170.4758
DPEP1|1800,9.9889,17.6096
DPEP2|64174,37.7358,871.8621
DPEP3|64180,0,0.7493
DPF1|8193,37.7358,0
DPF2|5977,886.7925,1058.4489
DPF3|8110,7.7691,5.9948
DPH1|1801,502.7303,548.5688
DPH2|1802,491.6759,378.7936
DPH3B|100132911,25.5272,12.3642
DPH3|285381,842.3973,1281.7535
DPH5|51611,1115.6049,397.8194
DPM1|8813,2190.899,608.4676
DPM2|8818,538.2908,1020.9816
DPM3|54344,803.5516,632.0719
DPP10|57628,1229.7447,4.8707
DPP3|10072,632.6304,927.6883
DPP4|1803,57.7137,1096.6654
DPP6|1804,2.2198,8.6175
DPP7|29952,1194.2286,4096.6654
DPP8|54878,146.5039,238.2915
DPP9|91039,697.0033,1380.6669
DPPA2|151871,0,0
DPPA3|359787,0,0
DPPA4|55211,5.5494,0.3747
DPPA5|340168,0,0
DPRXP4|503645,0,0.3747
DPRX|503834,0,0.3747
DPT|1805,87.6804,1003.372
DPY19L1|23333,962.2642,821.2814
DPY19L2P1|554236,2.2198,0.7493
DPY19L2P2|349152,5.5494,13.1135
DPY19L2P4|442523,2.2198,4.1214
DPY19L2|283417,195.3385,16.1109
DPY19L3|147991,198.6681,206.4444
DPY19L4|286148,3110.9878,465.3428
DPY30|84661,2483.7514,759.9663
DPYD|1806,258.6016,1604.3462
DPYSL2|1808,852.3862,7534.6572
DPYSL3|1809,7266.3707,2543.2746
DPYSL4|10570,33.2963,2.6227
DPYSL5|56896,82.131,0
DPYS|1807,2.2198,23.979
DQX1|165545,160.9323,0.3747
DR1|1810,1697.0033,1148.7448
DRAM1|55332,1917.869,8937.0551
DRAM2|128338,2132.0755,1566.5043
DRAP1|10589,2512.7636,1443.6118
DRD1|1812,2.2198,26.6017
DRD2|1813,87.6804,2.6227
DRD3|1814,5.5494,0
DRD4|1815,2.2198,2.9974
DRD5|1816,0,1.8734
DRG1|4733,2291.8979,1015.7362
DRG2|1819,1862.3751,845.6351
DRGX|644168,0,0.3747
DRP2|1821,4.4395,7.4934
DSC1|1823,0,0
DSC2|1824,23.3074,582.2405
DSC3|1825,0,17.9843
DSCAML1|57453,4.4395,10.4908
DSCAM|1826,0,0.3747
DSCC1|79075,573.8069,44.586
DSCR10|259234,0,0
DSCR3|10311,761.3762,1524.1664
DSCR4|10281,0,0
DSCR6|53820,11.0988,2.9974
DSCR8|84677,0,0
DSCR9|257203,2.2198,0.3747
DSEL|92126,94.3396,349.5691
DSE|29940,1066.7037,1139.1195
DSG1|1828,0,0.3747
DSG2|1829,1961.1432,1022.8475
DSG3|1830,0,0.7493
DSG4|147409,0,0
DSN1|79980,1629.3008,280.2548
DSPP|1834,0,0
DSP|1832,2812.4306,1269.3893
DSTN|11034,31249.7225,15827.6508
DSTYK|25778,390.677,490.4459
DST|667,723.6404,2337.2049
DTD1|92675,1118.7569,611.465
DTHD1|401124,4.4395,53.5781
DTL|51514,543.8402,17.2349
DTNA|1837,48.8346,270.5133
DTNBP1|84062,566.0377,401.2739
DTNB|1838,551.6093,360.4346
DTWD1|56986,326.3041,390.4084
DTWD2|285605,287.4584,225.178
DTX1|1840,34.4062,45.3353
DTX2|113878,837.9578,560.8842
DTX3L|151636,2938.9567,1729.7565
DTX3|196403,543.8402,541.4013
DTX4|23220,980.0222,1957.2874
DTYMK|1841,2772.475,330.0862
DULLARD|23399,1693.6737,2774.822
DUOX1|53905,11.0988,8149.8689
DUOX2|50506,12.2087,130.3859
DUOXA1|90527,2.2198,1111.6898
DUOXA2|405753,3.3296,88.7598
DUPD1|338599,0,0
DUS1L|64118,1206.4373,1179.8426
DUS2L|54920,231.9645,211.3151
DUS3L|56931,428.4129,485.5751
DUS4L|11062,386.3596,89.3556
DUSP10|11221,208.657,363.0573
DUSP11|8446,1326.3041,584.4886
DUSP12|11266,433.9623,237.9168
DUSP13|51207,17.758,0
DUSP14|11072,375.1387,369.4268
DUSP15|128853,243.0633,14.6122
DUSP16|80824,237.5139,1521.169
DUSP18|150290,66.404,184.3162
DUSP19|142679,122.0866,117.6471
DUSP1|1843,2597.1143,27826.9015
DUSP21|63904,0,0
DUSP22|56940,1091.01,1415.1368
DUSP23|54935,1732.5194,987.2611
DUSP26|78986,3.3296,149.8689
DUSP27|92235,0,7.1188
DUSP28|285193,199.778,115.399
DUSP2|1844,368.4795,195.2042
DUSP3|1845,1229.7447,3035.9685
DUSP4|1846,903.4406,117.2724
DUSP5P|574029,8.879,1.4987
DUSP5|1847,164.2619,590.1087
DUSP6|1848,678.1354,4408.018
DUSP7|1849,104.3285,837.0176
DUSP8|1850,27.7469,560.1349
DUSP9|1852,58.8235,5.6201
DUT|1854,1454.3507,1079.3893
DUX4|22947,0,0
DUXA|503835,0,1.124
DVL1|1855,584.9057,1185.088
DVL2|1856,993.3407,694.2675
DVL3|1857,1427.303,1025.103
DVWA|344875,4.4395,0
DYDC1|143241,0,9.3668
DYDC2|84332,1.1099,152.1169
DYM|54808,694.7836,492.6939
DYNC1H1|1778,7739.1787,4213.9378
DYNC1I1|1780,58.8235,32.5965
